id,name,variety,u,v,anchor
19,Stair,Blue Brick Top Landing R Endcap,270,108,
19,Stair,Blue Brick Top Landing L Endcap,288,108,
19,Stair,Blue Brick Bottom Landing R,306,108,
19,Stair,Blue Brick Bottom Landing L,324,108,
19,Stair,Blue Brick Inset Up-Right 1,342,108,
19,Stair,Blue Brick Inset Up-Left 1,360,108,
19,Stair,Blue Brick Inset Up-Right 2,378,108,
19,Stair,Blue Brick Inset Up-Left 2,396,108,
19,Stair,Blue Brick Inset Up-Right 3,414,108,
19,Stair,Blue Brick Inset Up-Left 3,432,108,
19,Stair,Blue Brick Inverted Right,450,108,
19,Stair,Blue Brick Inverted Left,468,108,
19,Platform,Pink Brick Flat,,126,
19,Platform,Pink Brick Endcap Right,18,126,
19,Platform,Pink Brick Endcap Left,36,126,
19,Platform,Pink Brick Attach Left,54,126,
19,Platform,Pink Brick Attach Right,72,126,
19,Platform,Pink Brick Single,90,126,
19,Platform,Pink Brick Attach Left Endcap,108,126,
19,Platform,Pink Brick Attach Right Endcap,126,126,
19,Stair,Pink Brick Up-Right Riser,144,126,
19,Stair,Pink Brick Up-Right Stringer,162,126,
19,Stair,Pink Brick Up-Left Riser,180,126,
19,Stair,Pink Brick Up-Left Stringer,198,126,
19,Stair,Pink Brick Top Landing R,216,126,
19,Stair,Pink Brick Top Landing L,234,126,
19,Stair,Pink Brick Top Landing L-R,252,126,
19,Stair,Pink Brick Top Landing R Endcap,270,126,
19,Stair,Pink Brick Top Landing L Endcap,288,126,
19,Stair,Pink Brick Bottom Landing R,306,126,
19,Stair,Pink Brick Bottom Landing L,324,126,
19,Stair,Pink Brick Inset Up-Right 1,342,126,
19,Stair,Pink Brick Inset Up-Left 1,360,126,
19,Stair,Pink Brick Inset Up-Right 2,378,126,
19,Stair,Pink Brick Inset Up-Left 2,396,126,
19,Stair,Pink Brick Inset Up-Right 3,414,126,
19,Stair,Pink Brick Inset Up-Left 3,432,126,
19,Stair,Pink Brick Inverted Right,450,126,
19,Stair,Pink Brick Inverted Left,468,126,
19,Platform,Green Brick Flat,,144,
19,Platform,Green Brick Endcap Right,18,144,
19,Platform,Green Brick Endcap Left,36,144,
19,Platform,Green Brick Attach Left,54,144,
19,Platform,Green Brick Attach Right,72,144,
19,Platform,Green Brick Single,90,144,
19,Platform,Green Brick Attach Left Endcap,108,144,
19,Platform,Green Brick Attach Right Endcap,126,144,
19,Stair,Green Brick Up-Right Riser,144,144,
19,Stair,Green Brick Up-Right Stringer,162,144,
19,Stair,Green Brick Up-Left Riser,180,144,
19,Stair,Green Brick Up-Left Stringer,198,144,
19,Stair,Green Brick Top Landing R,216,144,
19,Stair,Green Brick Top Landing L,234,144,
19,Stair,Green Brick Top Landing L-R,252,144,
19,Stair,Green Brick Top Landing R Endcap,270,144,
19,Stair,Green Brick Top Landing L Endcap,288,144,
19,Stair,Green Brick Bottom Landing R,306,144,
19,Stair,Green Brick Bottom Landing L,324,144,
19,Stair,Green Brick Inset Up-Right 1,342,144,
19,Stair,Green Brick Inset Up-Left 1,360,144,
19,Stair,Green Brick Inset Up-Right 2,378,144,
19,Stair,Green Brick Inset Up-Left 2,396,144,
19,Stair,Green Brick Inset Up-Right 3,414,144,
19,Stair,Green Brick Inset Up-Left 3,432,144,
19,Stair,Green Brick Inverted Right,450,144,
19,Stair,Green Brick Inverted Left,468,144,
19,Platform,Metal Shelf Flat,,162,
19,Platform,Metal Shelf Endcap Right,18,162,
19,Platform,Metal Shelf Endcap Left,36,162,
19,Platform,Metal Shelf Attach Left,54,162,
19,Platform,Metal Shelf Attach Right,72,162,
19,Platform,Metal Shelf Single,90,162,
19,Platform,Metal Shelf Attach Left Endcap,108,162,
19,Platform,Metal Shelf Attach Right Endcap,126,162,
19,Stair,Metal Shelf Up-Right Riser,144,162,
19,Stair,Metal Shelf Up-Right Stringer,162,162,
19,Stair,Metal Shelf Up-Left Riser,180,162,
19,Stair,Metal Shelf Up-Left Stringer,198,162,
19,Stair,Metal Shelf Top Landing R,216,162,
19,Stair,Metal Shelf Top Landing L,234,162,
19,Stair,Metal Shelf Top Landing L-R,252,162,
19,Stair,Metal Shelf Top Landing R Endcap,270,162,
19,Stair,Metal Shelf Top Landing L Endcap,288,162,
19,Stair,Metal Shelf Bottom Landing R,306,162,
19,Stair,Metal Shelf Bottom Landing L,324,162,
19,Stair,Metal Shelf Inset Up-Right 1,342,162,
19,Stair,Metal Shelf Inset Up-Left 1,360,162,
19,Stair,Metal Shelf Inset Up-Right 2,378,162,
19,Stair,Metal Shelf Inset Up-Left 2,396,162,
19,Stair,Metal Shelf Inset Up-Right 3,414,162,
19,Stair,Metal Shelf Inset Up-Left 3,432,162,
19,Stair,Metal Shelf Inverted Right,450,162,
19,Stair,Metal Shelf Inverted Left,468,162,
19,Platform,Brass Shelf Flat,,180,
19,Platform,Brass Shelf Endcap Right,18,180,
19,Platform,Brass Shelf Endcap Left,36,180,
19,Platform,Brass Shelf Attach Left,54,180,
19,Platform,Brass Shelf Attach Right,72,180,
19,Platform,Brass Shelf Single,90,180,
19,Platform,Brass Shelf Attach Left Endcap,108,180,
19,Platform,Brass Shelf Attach Right Endcap,126,180,
19,Stair,Brass Shelf Up-Right Riser,144,180,
19,Stair,Brass Shelf Up-Right Stringer,162,180,
19,Stair,Brass Shelf Up-Left Riser,180,180,
19,Stair,Brass Shelf Up-Left Stringer,198,180,
19,Stair,Brass Shelf Top Landing R,216,180,
19,Stair,Brass Shelf Top Landing L,234,180,
19,Stair,Brass Shelf Top Landing L-R,252,180,
19,Stair,Brass Shelf Top Landing R Endcap,270,180,
19,Stair,Brass Shelf Top Landing L Endcap,288,180,
19,Stair,Brass Shelf Bottom Landing R,306,180,
19,Stair,Brass Shelf Bottom Landing L,324,180,
19,Stair,Brass Shelf Inset Up-Right 1,342,180,
19,Stair,Brass Shelf Inset Up-Left 1,360,180,
19,Stair,Brass Shelf Inset Up-Right 2,378,180,
19,Stair,Brass Shelf Inset Up-Left 2,396,180,
19,Stair,Brass Shelf Inset Up-Right 3,414,180,
19,Stair,Brass Shelf Inset Up-Left 3,432,180,
19,Stair,Brass Shelf Inverted Right,450,180,
19,Stair,Brass Shelf Inverted Left,468,180,
19,Platform,Wood Shelf Flat,,198,
19,Platform,Wood Shelf Endcap Right,18,198,
19,Platform,Wood Shelf Endcap Left,36,198,
19,Platform,Wood Shelf Attach Left,54,198,
19,Platform,Wood Shelf Attach Right,72,198,
19,Platform,Wood Shelf Single,90,198,
19,Platform,Wood Shelf Attach Left Endcap,108,198,
19,Platform,Wood Shelf Attach Right Endcap,126,198,
19,Stair,Wood Shelf Up-Right Riser,144,198,
19,Stair,Wood Shelf Up-Right Stringer,162,198,
19,Stair,Wood Shelf Up-Left Riser,180,198,
19,Stair,Wood Shelf Up-Left Stringer,198,198,
19,Stair,Wood Shelf Top Landing R,216,198,
19,Stair,Wood Shelf Top Landing L,234,198,
19,Stair,Wood Shelf Top Landing L-R,252,198,
19,Stair,Wood Shelf Top Landing R Endcap,270,198,
19,Stair,Wood Shelf Top Landing L Endcap,288,198,
19,Stair,Wood Shelf Bottom Landing R,306,198,
19,Stair,Wood Shelf Bottom Landing L,324,198,
19,Stair,Wood Shelf Inset Up-Right 1,342,198,
19,Stair,Wood Shelf Inset Up-Left 1,360,198,
19,Stair,Wood Shelf Inset Up-Right 2,378,198,
19,Stair,Wood Shelf Inset Up-Left 2,396,198,
19,Stair,Wood Shelf Inset Up-Right 3,414,198,
19,Stair,Wood Shelf Inset Up-Left 3,432,198,
19,Stair,Wood Shelf Inverted Right,450,198,
19,Stair,Wood Shelf Inverted Left,468,198,
19,Platform,Dungeon Shelf Flat,,216,
19,Platform,Dungeon Shelf Endcap Right,18,216,
19,Platform,Dungeon Shelf Endcap Left,36,216,
19,Platform,Dungeon Shelf Attach Left,54,216,
19,Platform,Dungeon Shelf Attach Right,72,216,
19,Platform,Dungeon Shelf Single,90,216,
19,Platform,Dungeon Shelf Attach Left Endcap,108,216,
19,Platform,Dungeon Shelf Attach Right Endcap,126,216,
19,Stair,Dungeon Shelf Up-Right Riser,144,216,
19,Stair,Dungeon Shelf Up-Right Stringer,162,216,
19,Stair,Dungeon Shelf Up-Left Riser,180,216,
19,Stair,Dungeon Shelf Up-Left Stringer,198,216,
19,Stair,Dungeon Shelf Top Landing R,216,216,
19,Stair,Dungeon Shelf Top Landing L,234,216,
19,Stair,Dungeon Shelf Top Landing L-R,252,216,
19,Stair,Dungeon Shelf Top Landing R Endcap,270,216,
19,Stair,Dungeon Shelf Top Landing L Endcap,288,216,
19,Stair,Dungeon Shelf Bottom Landing R,306,216,
19,Stair,Dungeon Shelf Bottom Landing L,324,216,
19,Stair,Dungeon Shelf Inset Up-Right 1,342,216,
19,Stair,Dungeon Shelf Inset Up-Left 1,360,216,
19,Stair,Dungeon Shelf Inset Up-Right 2,378,216,
19,Stair,Dungeon Shelf Inset Up-Left 2,396,216,
19,Stair,Dungeon Shelf Inset Up-Right 3,414,216,
19,Stair,Dungeon Shelf Inset Up-Left 3,432,216,
19,Stair,Dungeon Shelf Inverted Right,450,216,
19,Stair,Dungeon Shelf Inverted Left,468,216,
19,Platform,Obsidian Flat,,234,
19,Platform,Obsidian Endcap Right,18,234,
19,Platform,Obsidian Endcap Left,36,234,
19,Platform,Obsidian Attach Left,54,234,
19,Platform,Obsidian Attach Right,72,234,
19,Platform,Obsidian Single,90,234,
19,Platform,Obsidian Attach Left Endcap,108,234,
19,Platform,Obsidian Attach Right Endcap,126,234,
19,Stair,Obsidian Up-Right Riser,144,234,
19,Stair,Obsidian Up-Right Stringer,162,234,
19,Stair,Obsidian Up-Left Riser,180,234,
19,Stair,Obsidian Up-Left Stringer,198,234,
19,Stair,Obsidian Top Landing R,216,234,
19,Stair,Obsidian Top Landing L,234,234,
19,Stair,Obsidian Top Landing L-R,252,234,
19,Stair,Obsidian Top Landing R Endcap,270,234,
19,Stair,Obsidian Top Landing L Endcap,288,234,
19,Stair,Obsidian Bottom Landing R,306,234,
19,Stair,Obsidian Bottom Landing L,324,234,
19,Stair,Obsidian Inset Up-Right 1,342,234,
19,Stair,Obsidian Inset Up-Left 1,360,234,
19,Stair,Obsidian Inset Up-Right 2,378,234,
19,Stair,Obsidian Inset Up-Left 2,396,234,
19,Stair,Obsidian Inset Up-Right 3,414,234,
19,Stair,Obsidian Inset Up-Left 3,432,234,
19,Stair,Obsidian Inverted Right,450,234,
19,Stair,Obsidian Inverted Left,468,234,
19,Platform,Glass Flat,,252,
19,Platform,Glass Endcap Right,18,252,
19,Platform,Glass Endcap Left,36,252,
19,Platform,Glass Attach Left,54,252,
19,Platform,Glass Attach Right,72,252,
19,Platform,Glass Single,90,252,
19,Platform,Glass Attach Left Endcap,108,252,
19,Platform,Glass Attach Right Endcap,126,252,
19,Stair,Glass Up-Right Riser,144,252,
19,Stair,Glass Up-Right Stringer,162,252,
19,Stair,Glass Up-Left Riser,180,252,
19,Stair,Glass Up-Left Stringer,198,252,
19,Stair,Glass Top Landing R,216,252,
19,Stair,Glass Top Landing L,234,252,
19,Stair,Glass Top Landing L-R,252,252,
19,Stair,Glass Top Landing R Endcap,270,252,
19,Stair,Glass Top Landing L Endcap,288,252,
19,Stair,Glass Bottom Landing R,306,252,
19,Stair,Glass Bottom Landing L,324,252,
19,Stair,Glass Inset Up-Right 1,342,252,
19,Stair,Glass Inset Up-Left 1,360,252,
19,Stair,Glass Inset Up-Right 2,378,252,
19,Stair,Glass Inset Up-Left 2,396,252,
19,Stair,Glass Inset Up-Right 3,414,252,
19,Stair,Glass Inset Up-Left 3,432,252,
19,Stair,Glass Inverted Right,450,252,
19,Stair,Glass Inverted Left,468,252,
19,Platform,Pumpkin Flat,,270,
19,Platform,Pumpkin Endcap Right,18,270,
19,Platform,Pumpkin Endcap Left,36,270,
19,Platform,Pumpkin Attach Left,54,270,
19,Platform,Pumpkin Attach Right,72,270,
19,Platform,Pumpkin Single,90,270,
19,Platform,Pumpkin Attach Left Endcap,108,270,
19,Platform,Pumpkin Attach Right Endcap,126,270,
19,Stair,Pumpkin Up-Right Riser,144,270,
19,Stair,Pumpkin Up-Right Stringer,162,270,
19,Stair,Pumpkin Up-Left Riser,180,270,
19,Stair,Pumpkin Up-Left Stringer,198,270,
19,Stair,Pumpkin Top Landing R,216,270,
19,Stair,Pumpkin Top Landing L,234,270,
19,Stair,Pumpkin Top Landing L-R,252,270,
19,Stair,Pumpkin Top Landing R Endcap,270,270,
19,Stair,Pumpkin Top Landing L Endcap,288,270,
19,Stair,Pumpkin Bottom Landing R,306,270,
19,Stair,Pumpkin Bottom Landing L,324,270,
19,Stair,Pumpkin Inset Up-Right 1,342,270,
19,Stair,Pumpkin Inset Up-Left 1,360,270,
19,Stair,Pumpkin Inset Up-Right 2,378,270,
19,Stair,Pumpkin Inset Up-Left 2,396,270,
19,Stair,Pumpkin Inset Up-Right 3,414,270,
19,Stair,Pumpkin Inset Up-Left 3,432,270,
19,Stair,Pumpkin Inverted Right,450,270,
19,Stair,Pumpkin Inverted Left,468,270,
19,Platform,Spooky Flat,,288,
19,Platform,Spooky Endcap Right,18,288,
19,Platform,Spooky Endcap Left,36,288,
19,Platform,Spooky Attach Left,54,288,
19,Platform,Spooky Attach Right,72,288,
19,Platform,Spooky Single,90,288,
19,Platform,Spooky Attach Left Endcap,108,288,
19,Platform,Spooky Attach Right Endcap,126,288,
19,Stair,Spooky Up-Right Riser,144,288,
19,Stair,Spooky Up-Right Stringer,162,288,
19,Stair,Spooky Up-Left Riser,180,288,
19,Stair,Spooky Up-Left Stringer,198,288,
19,Stair,Spooky Top Landing R,216,288,
19,Stair,Spooky Top Landing L,234,288,
19,Stair,Spooky Top Landing L-R,252,288,
19,Stair,Spooky Top Landing R Endcap,270,288,
19,Stair,Spooky Top Landing L Endcap,288,288,
19,Stair,Spooky Bottom Landing R,306,288,
19,Stair,Spooky Bottom Landing L,324,288,
19,Stair,Spooky Inset Up-Right 1,342,288,
19,Stair,Spooky Inset Up-Left 1,360,288,
19,Stair,Spooky Inset Up-Right 2,378,288,
19,Stair,Spooky Inset Up-Left 2,396,288,
19,Stair,Spooky Inset Up-Right 3,414,288,
19,Stair,Spooky Inset Up-Left 3,432,288,
19,Stair,Spooky Inverted Right,450,288,
19,Stair,Spooky Inverted Left,468,288,
19,Platform,Palm Wood Flat,,306,
19,Platform,Palm Wood Endcap Right,18,306,
19,Platform,Palm Wood Endcap Left,36,306,
19,Platform,Palm Wood Attach Left,54,306,
19,Platform,Palm Wood Attach Right,72,306,
19,Platform,Palm Wood Single,90,306,
19,Platform,Palm Wood Attach Left Endcap,108,306,
19,Platform,Palm Wood Attach Right Endcap,126,306,
19,Stair,Palm Wood Up-Right Riser,144,306,
19,Stair,Palm Wood Up-Right Stringer,162,306,
19,Stair,Palm Wood Up-Left Riser,180,306,
19,Stair,Palm Wood Up-Left Stringer,198,306,
19,Stair,Palm Wood Top Landing R,216,306,
19,Stair,Palm Wood Top Landing L,234,306,
19,Stair,Palm Wood Top Landing L-R,252,306,
19,Stair,Palm Wood Top Landing R Endcap,270,306,
19,Stair,Palm Wood Top Landing L Endcap,288,306,
19,Stair,Palm Wood Bottom Landing R,306,306,
19,Stair,Palm Wood Bottom Landing L,324,306,
19,Stair,Palm Wood Inset Up-Right 1,342,306,
19,Stair,Palm Wood Inset Up-Left 1,360,306,
19,Stair,Palm Wood Inset Up-Right 2,378,306,
19,Stair,Palm Wood Inset Up-Left 2,396,306,
19,Stair,Palm Wood Inset Up-Right 3,414,306,
19,Stair,Palm Wood Inset Up-Left 3,432,306,
19,Stair,Palm Wood Inverted Right,450,306,
19,Stair,Palm Wood Inverted Left,468,306,
19,Platform,Mushroom Flat,,324,
19,Platform,Mushroom Endcap Right,18,324,
19,Platform,Mushroom Endcap Left,36,324,
19,Platform,Mushroom Attach Left,54,324,
19,Platform,Mushroom Attach Right,72,324,
19,Platform,Mushroom Single,90,324,
19,Platform,Mushroom Attach Left Endcap,108,324,
19,Platform,Mushroom Attach Right Endcap,126,324,
19,Stair,Mushroom Up-Right Riser,144,324,
19,Stair,Mushroom Up-Right Stringer,162,324,
19,Stair,Mushroom Up-Left Riser,180,324,
19,Stair,Mushroom Up-Left Stringer,198,324,
19,Stair,Mushroom Top Landing R,216,324,
19,Stair,Mushroom Top Landing L,234,324,
19,Stair,Mushroom Top Landing L-R,252,324,
19,Stair,Mushroom Top Landing R Endcap,270,324,
19,Stair,Mushroom Top Landing L Endcap,288,324,
19,Stair,Mushroom Bottom Landing R,306,324,
19,Stair,Mushroom Bottom Landing L,324,324,
19,Stair,Mushroom Inset Up-Right 1,342,324,
19,Stair,Mushroom Inset Up-Left 1,360,324,
19,Stair,Mushroom Inset Up-Right 2,378,324,
19,Stair,Mushroom Inset Up-Left 2,396,324,
19,Stair,Mushroom Inset Up-Right 3,414,324,
19,Stair,Mushroom Inset Up-Left 3,432,324,
19,Stair,Mushroom Inverted Right,450,324,
19,Stair,Mushroom Inverted Left,468,324,
19,Platform,Boreal Wood Flat,,342,
19,Platform,Boreal Wood Endcap Right,18,342,
19,Platform,Boreal Wood Endcap Left,36,342,
19,Platform,Boreal Wood Attach Left,54,342,
19,Platform,Boreal Wood Attach Right,72,342,
19,Platform,Boreal Wood Single,90,342,
19,Platform,Boreal Wood Attach Left Endcap,108,342,
19,Platform,Boreal Wood Attach Right Endcap,126,342,
19,Stair,Boreal Wood Up-Right Riser,144,342,
19,Stair,Boreal Wood Up-Right Stringer,162,342,
19,Stair,Boreal Wood Up-Left Riser,180,342,
19,Stair,Boreal Wood Up-Left Stringer,198,342,
19,Stair,Boreal Wood Top Landing R,216,342,
19,Stair,Boreal Wood Top Landing L,234,342,
19,Stair,Boreal Wood Top Landing L-R,252,342,
19,Stair,Boreal Wood Top Landing R Endcap,270,342,
19,Stair,Boreal Wood Top Landing L Endcap,288,342,
19,Stair,Boreal Wood Bottom Landing R,306,342,
19,Stair,Boreal Wood Bottom Landing L,324,342,
19,Stair,Boreal Wood Inset Up-Right 1,342,342,
19,Stair,Boreal Wood Inset Up-Left 1,360,342,
19,Stair,Boreal Wood Inset Up-Right 2,378,342,
19,Stair,Boreal Wood Inset Up-Left 2,396,342,
19,Stair,Boreal Wood Inset Up-Right 3,414,342,
19,Stair,Boreal Wood Inset Up-Left 3,432,342,
19,Stair,Boreal Wood Inverted Right,450,342,
19,Stair,Boreal Wood Inverted Left,468,342,
19,Platform,Slime Platform Flat,,360,
19,Platform,Slime Platform Endcap Right,18,360,
19,Platform,Slime Platform Endcap Left,36,360,
19,Platform,Slime Platform Attach Left,54,360,
19,Platform,Slime Platform Attach Right,72,360,
19,Platform,Slime Platform Single,90,360,
19,Platform,Slime Platform Attach Left Endcap,108,360,
19,Platform,Slime Platform Attach Right Endcap,126,360,
19,Stair,Slime Platform Up-Right Riser,144,360,
19,Stair,Slime Platform Up-Right Stringer,162,360,
19,Stair,Slime Platform Up-Left Riser,180,360,
19,Stair,Slime Platform Up-Left Stringer,198,360,
19,Stair,Slime Platform Top Landing R,216,360,
19,Stair,Slime Platform Top Landing L,234,360,
19,Stair,Slime Platform Top Landing L-R,252,360,
19,Stair,Slime Platform Top Landing R Endcap,270,360,
19,Stair,Slime Platform Top Landing L Endcap,288,360,
19,Stair,Slime Platform Bottom Landing R,306,360,
19,Stair,Slime Platform Bottom Landing L,324,360,
19,Stair,Slime Platform Inset Up-Right 1,342,360,
19,Stair,Slime Platform Inset Up-Left 1,360,360,
19,Stair,Slime Platform Inset Up-Right 2,378,360,
19,Stair,Slime Platform Inset Up-Left 2,396,360,
19,Stair,Slime Platform Inset Up-Right 3,414,360,
19,Stair,Slime Platform Inset Up-Left 3,432,360,
19,Stair,Slime Platform Inverted Right,450,360,
19,Stair,Slime Platform Inverted Left,468,360,
19,Platform,Steampunk Flat,,378,
19,Platform,Steampunk Endcap Right,18,378,
19,Platform,Steampunk Endcap Left,36,378,
19,Platform,Steampunk Attach Left,54,378,
19,Platform,Steampunk Attach Right,72,378,
19,Platform,Steampunk Single,90,378,
19,Platform,Steampunk Attach Left Endcap,108,378,
19,Platform,Steampunk Attach Right Endcap,126,378,
19,Stair,Steampunk Up-Right Riser,144,378,
19,Stair,Steampunk Up-Right Stringer,162,378,
19,Stair,Steampunk Up-Left Riser,180,378,
19,Stair,Steampunk Up-Left Stringer,198,378,
19,Stair,Steampunk Top Landing R,216,378,
19,Stair,Steampunk Top Landing L,234,378,
19,Stair,Steampunk Top Landing L-R,252,378,
19,Stair,Steampunk Top Landing R Endcap,270,378,
19,Stair,Steampunk Top Landing L Endcap,288,378,
19,Stair,Steampunk Bottom Landing R,306,378,
19,Stair,Steampunk Bottom Landing L,324,378,
19,Stair,Steampunk Inset Up-Right 1,342,378,
19,Stair,Steampunk Inset Up-Left 1,360,378,
19,Stair,Steampunk Inset Up-Right 2,378,378,
19,Stair,Steampunk Inset Up-Left 2,396,378,
19,Stair,Steampunk Inset Up-Right 3,414,378,
19,Stair,Steampunk Inset Up-Left 3,432,378,
19,Stair,Steampunk Inverted Right,450,378,
19,Stair,Steampunk Inverted Left,468,378,
19,Platform,Skyware Flat,,396,
19,Platform,Skyware Endcap Right,18,396,
19,Platform,Skyware Endcap Left,36,396,
19,Platform,Skyware Attach Left,54,396,
19,Platform,Skyware Attach Right,72,396,
19,Platform,Skyware Single,90,396,
19,Platform,Skyware Attach Left Endcap,108,396,
19,Platform,Skyware Attach Right Endcap,126,396,
19,Stair,Skyware Up-Right Riser,144,396,
19,Stair,Skyware Up-Right Stringer,162,396,
19,Stair,Skyware Up-Left Riser,180,396,
19,Stair,Skyware Up-Left Stringer,198,396,
19,Stair,Skyware Top Landing R,216,396,
19,Stair,Skyware Top Landing L,234,396,
19,Stair,Skyware Top Landing L-R,252,396,
19,Stair,Skyware Top Landing R Endcap,270,396,
19,Stair,Skyware Top Landing L Endcap,288,396,
19,Stair,Skyware Bottom Landing R,306,396,
19,Stair,Skyware Bottom Landing L,324,396,
19,Stair,Skyware Inset Up-Right 1,342,396,
19,Stair,Skyware Inset Up-Left 1,360,396,
19,Stair,Skyware Inset Up-Right 2,378,396,
19,Stair,Skyware Inset Up-Left 2,396,396,
19,Stair,Skyware Inset Up-Right 3,414,396,
19,Stair,Skyware Inset Up-Left 3,432,396,
19,Stair,Skyware Inverted Right,450,396,
19,Stair,Skyware Inverted Left,468,396,
19,Platform,Living Wood Flat,,414,
19,Platform,Living Wood Endcap Right,18,414,
19,Platform,Living Wood Endcap Left,36,414,
19,Platform,Living Wood Attach Left,54,414,
19,Platform,Living Wood Attach Right,72,414,
19,Platform,Living Wood Single,90,414,
19,Platform,Living Wood Attach Left Endcap,108,414,
19,Platform,Living Wood Attach Right Endcap,126,414,
19,Stair,Living Wood Up-Right Riser,144,414,
19,Stair,Living Wood Up-Right Stringer,162,414,
19,Stair,Living Wood Up-Left Riser,180,414,
19,Stair,Living Wood Up-Left Stringer,198,414,
19,Stair,Living Wood Top Landing R,216,414,
19,Stair,Living Wood Top Landing L,234,414,
19,Stair,Living Wood Top Landing L-R,252,414,
19,Stair,Living Wood Top Landing R Endcap,270,414,
19,Stair,Living Wood Top Landing L Endcap,288,414,
19,Stair,Living Wood Bottom Landing R,306,414,
19,Stair,Living Wood Bottom Landing L,324,414,
19,Stair,Living Wood Inset Up-Right 1,342,414,
19,Stair,Living Wood Inset Up-Left 1,360,414,
19,Stair,Living Wood Inset Up-Right 2,378,414,
19,Stair,Living Wood Inset Up-Left 2,396,414,
19,Stair,Living Wood Inset Up-Right 3,414,414,
19,Stair,Living Wood Inset Up-Left 3,432,414,
19,Stair,Living Wood Inverted Right,450,414,
19,Stair,Living Wood Inverted Left,468,414,
19,Platform,Honey Flat,,432,
19,Platform,Honey Endcap Right,18,432,
19,Platform,Honey Endcap Left,36,432,
19,Platform,Honey Attach Left,54,432,
19,Platform,Honey Attach Right,72,432,
19,Platform,Honey Single,90,432,
19,Platform,Honey Attach Left Endcap,108,432,
19,Platform,Honey Attach Right Endcap,126,432,
19,Stair,Honey Up-Right Riser,144,432,
19,Stair,Honey Up-Right Stringer,162,432,
19,Stair,Honey Up-Left Riser,180,432,
19,Stair,Honey Up-Left Stringer,198,432,
19,Stair,Honey Top Landing R,216,432,
19,Stair,Honey Top Landing L,234,432,
19,Stair,Honey Top Landing L-R,252,432,
19,Stair,Honey Top Landing R Endcap,270,432,
19,Stair,Honey Top Landing L Endcap,288,432,
19,Stair,Honey Bottom Landing R,306,432,
19,Stair,Honey Bottom Landing L,324,432,
19,Stair,Honey Inset Up-Right 1,342,432,
19,Stair,Honey Inset Up-Left 1,360,432,
19,Stair,Honey Inset Up-Right 2,378,432,
19,Stair,Honey Inset Up-Left 2,396,432,
19,Stair,Honey Inset Up-Right 3,414,432,
19,Stair,Honey Inset Up-Left 3,432,432,
19,Stair,Honey Inverted Right,450,432,
19,Stair,Honey Inverted Left,468,432,
19,Platform,Cactus Flat,,450,
19,Platform,Cactus Endcap Right,18,450,
19,Platform,Cactus Endcap Left,36,450,
19,Platform,Cactus Attach Left,54,450,
19,Platform,Cactus Attach Right,72,450,
19,Platform,Cactus Single,90,450,
19,Platform,Cactus Attach Left Endcap,108,450,
19,Platform,Cactus Attach Right Endcap,126,450,
19,Stair,Cactus Up-Right Riser,144,450,
19,Stair,Cactus Up-Right Stringer,162,450,
19,Stair,Cactus Up-Left Riser,180,450,
19,Stair,Cactus Up-Left Stringer,198,450,
19,Stair,Cactus Top Landing R,216,450,
19,Stair,Cactus Top Landing L,234,450,
19,Stair,Cactus Top Landing L-R,252,450,
19,Stair,Cactus Top Landing R Endcap,270,450,
19,Stair,Cactus Top Landing L Endcap,288,450,
19,Stair,Cactus Bottom Landing R,306,450,
19,Stair,Cactus Bottom Landing L,324,450,
19,Stair,Cactus Inset Up-Right 1,342,450,
19,Stair,Cactus Inset Up-Left 1,360,450,
19,Stair,Cactus Inset Up-Right 2,378,450,
19,Stair,Cactus Inset Up-Left 2,396,450,
19,Stair,Cactus Inset Up-Right 3,414,450,
19,Stair,Cactus Inset Up-Left 3,432,450,
19,Stair,Cactus Inverted Right,450,450,
19,Stair,Cactus Inverted Left,468,450,
19,Platform,Martian Flat,,468,
19,Platform,Martian Endcap Right,18,468,
19,Platform,Martian Endcap Left,36,468,
19,Platform,Martian Attach Left,54,468,
19,Platform,Martian Attach Right,72,468,
19,Platform,Martian Single,90,468,
19,Platform,Martian Attach Left Endcap,108,468,
19,Platform,Martian Attach Right Endcap,126,468,
19,Stair,Martian Up-Right Riser,144,468,
19,Stair,Martian Up-Right Stringer,162,468,
19,Stair,Martian Up-Left Riser,180,468,
19,Stair,Martian Up-Left Stringer,198,468,
19,Stair,Martian Top Landing R,216,468,
19,Stair,Martian Top Landing L,234,468,
19,Stair,Martian Top Landing L-R,252,468,
19,Stair,Martian Top Landing R Endcap,270,468,
19,Stair,Martian Top Landing L Endcap,288,468,
19,Stair,Martian Bottom Landing R,306,468,
19,Stair,Martian Bottom Landing L,324,468,
19,Stair,Martian Inset Up-Right 1,342,468,
19,Stair,Martian Inset Up-Left 1,360,468,
19,Stair,Martian Inset Up-Right 2,378,468,
19,Stair,Martian Inset Up-Left 2,396,468,
19,Stair,Martian Inset Up-Right 3,414,468,
19,Stair,Martian Inset Up-Left 3,432,468,
19,Stair,Martian Inverted Right,450,468,
19,Stair,Martian Inverted Left,468,468,
19,Platform,Meteorite Flat,,486,
19,Platform,Meteorite Endcap Right,18,486,
19,Platform,Meteorite Endcap Left,36,486,
19,Platform,Meteorite Attach Left,54,486,
19,Platform,Meteorite Attach Right,72,486,
19,Platform,Meteorite Single,90,486,
19,Platform,Meteorite Attach Left Endcap,108,486,
